show_id,title,description,listed_in,rating,content,profile,release_year
s4299,Once in a Lifetime Sessions with George Ezra,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.,"Documentaries, Music & Musicals",TV-MA,"English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star. Documentaries, Music & Musicals",4,2018
s4300,Once in a Lifetime Sessions with Kasabian,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together.","Documentaries, Music & Musicals",TV-MA,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together. Documentaries, Music & Musicals",4,2018
s4301,Once in a Lifetime Sessions with OneRepublic,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today.","Documentaries, Music & Musicals",TV-PG,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today. Documentaries, Music & Musicals",4,2018
s4302,Once in a Lifetime Sessions with Snow Patrol,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band.","Documentaries, Music & Musicals",TV-MA,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band. Documentaries, Music & Musicals",4,2018
s4303,Sad Hill Unearthed,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed.","Documentaries, International Movies",TV-14,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed. Documentaries, International Movies",0,2017
s4304,Vanjagar Ulagam,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.,"Dramas, International Movies, Thrillers",TV-MA,"Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster. Dramas, International Movies, Thrillers",1,2018
s4305,Hymn of Death,"During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Koreaâs notable New Women.","International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,"During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Koreaâs notable New Women. International TV Shows, Korean TV Shows, Romantic TV Shows",2,2018
s4306,Inside the Real Narcos,"Exposing a rarely seen perspective on the drug wars, ex-Special Forces commando Jason Fox interviews dangerous traffickers and cartel members.","British TV Shows, Crime TV Shows, Docuseries",TV-MA,"Exposing a rarely seen perspective on the drug wars, ex-Special Forces commando Jason Fox interviews dangerous traffickers and cartel members. British TV Shows, Crime TV Shows, Docuseries",2,2018
s4307,ROMA,"Director Alfonso CuarÃ³n delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s.","Dramas, Independent Movies, International Movies",R,"Director Alfonso CuarÃ³n delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s. Dramas, Independent Movies, International Movies",1,2018
s4308,The Fix,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",TV Comedies,TV-MA,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert. TV Comedies",0,2018
s4309,The Innocent Man,"This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.","Crime TV Shows, Docuseries",TV-MA,"This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s. Crime TV Shows, Docuseries",0,2018
s4310,Tidelands,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens.","Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens. Crime TV Shows, International TV Shows, TV Dramas",2,2018
s4311,Travelers,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future.","Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future. Crime TV Shows, International TV Shows, TV Dramas",2,2018
s4312,Voltron: Legendary Defender,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",Kids' TV,TV-Y7,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil. Kids' TV",0,2018
s4313,Back Street Girls -GOKUDOLS-,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.","Anime Series, International TV Shows",TV-MA,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene. Anime Series, International TV Shows",0,2018
s4314,"Out of Many, One","In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test.",Documentaries,TV-PG,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test. Documentaries",0,2018
s4315,Vir Das: Losing It,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special.",Stand-Up Comedy,TV-MA,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special. Stand-Up Comedy",0,2018
s4316,5 Star Christmas,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.","Comedies, International Movies",TV-14,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy. Comedies, International Movies",1,2018
s4317,Dogs of Berlin,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy.","Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy. Crime TV Shows, International TV Shows, TV Dramas",2,2018
s4318,Dumplin',"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom.","Comedies, Dramas, Independent Movies",PG-13,"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom. Comedies, Dramas, Independent Movies",1,2018
s4319,Free Rein: The Twelve Neighs of Christmas,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.","Children & Family Movies, Dramas",TV-G,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia. Children & Family Movies, Dramas",0,2018
s4320,Mowgli: Legend of the Jungle,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy â and his own human origins.,"Action & Adventure, Children & Family Movies, Dramas",PG-13,"An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy â and his own human origins. Action & Adventure, Children & Family Movies, Dramas",3,2018
s4321,Neo Yokio,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.","TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",TV-MA,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society. TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",2,2018
s4322,Pine Gap,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.","International TV Shows, TV Dramas",TV-MA,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other. International TV Shows, TV Dramas",2,2018
s4323,ReMastered: Who Killed Jam Master Jay?,Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,"Documentaries, Music & Musicals",TV-MA,"Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder. Documentaries, Music & Musicals",4,2018
s4324,Super Monsters and the Wish Star,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!",Children & Family Movies,TV-Y,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once! Children & Family Movies",0,2018
s4325,The American Meme,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires â and face the pitfalls of fame.",Documentaries,TV-MA,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires â and face the pitfalls of fame. Documentaries",0,2018
s4326,RUSSELL BRAND: RE:BIRTH,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.,Stand-Up Comedy,TV-MA,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father. Stand-Up Comedy,0,2018
s4327,The Sound of Your Heart: Reboot,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.","International TV Shows, Korean TV Shows, TV Comedies",TV-14,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast. International TV Shows, Korean TV Shows, TV Comedies",2,2018
s4328,Memories of the Alhambra,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.","Crime TV Shows, International TV Shows, Korean TV Shows",TV-MA,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain. Crime TV Shows, International TV Shows, Korean TV Shows",2,2018
s4329,Teefa in Trouble,"A gangster hires goon Teefa to abduct his friendâs daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl.","Action & Adventure, Comedies, International Movies",TV-14,"A gangster hires goon Teefa to abduct his friendâs daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl. Action & Adventure, Comedies, International Movies",3,2018
s4330,A Beautiful Life,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.","Dramas, International Movies, Romantic Movies",TV-14,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives. Dramas, International Movies, Romantic Movies",1,2011
s4331,Accident,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.,"International Movies, Thrillers",TV-MA,"A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap. International Movies, Thrillers",1,2009
s4332,"Ayotzinapa, el paso de la tortuga","Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families.","Documentaries, International Movies",TV-MA,"Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families. Documentaries, International Movies",0,2018
s4333,Battle,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael.","Dramas, International Movies, Romantic Movies",TV-MA,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael. Dramas, International Movies, Romantic Movies",1,2018
s4334,Blind Detective,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction.","Action & Adventure, Comedies, International Movies",TV-MA,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction. Action & Adventure, Comedies, International Movies",3,2013
s4335,Break Up 100,"After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships.","Comedies, International Movies, Romantic Movies",TV-14,"After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships. Comedies, International Movies, Romantic Movies",1,2014
s4336,Chal Bhaag,Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.,"Comedies, Dramas, International Movies",TV-14,"Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician. Comedies, Dramas, International Movies",1,2014
s4337,Crossroads: One Two Jaga,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  â at a heavy price.","Dramas, International Movies",TV-14,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  â at a heavy price. Dramas, International Movies",1,2018
s4338,Don't Go Breaking My Heart,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss.","Comedies, International Movies, Romantic Movies",TV-PG,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss. Comedies, International Movies, Romantic Movies",1,2011
s4339,Don't Go Breaking My Heart 2,"Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise.","Comedies, International Movies, Romantic Movies",TV-14,"Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise. Comedies, International Movies, Romantic Movies",1,2014
s4340,Faraar,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence.","Action & Adventure, Dramas, International Movies",TV-14,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence. Action & Adventure, Dramas, International Movies",3,2015
s4341,Haunted House,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.","Kids' TV, Korean TV Shows",TV-G,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries. Kids' TV, Korean TV Shows",2,2017
s4342,Helios,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device.","Action & Adventure, International Movies",TV-14,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device. Action & Adventure, International Movies",3,2015
s4343,Line Walker,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.,"Action & Adventure, Dramas, International Movies",TV-MA,"A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads. Action & Adventure, Dramas, International Movies",3,2016
s4344,Look for a Star,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money.","Comedies, International Movies, Romantic Movies",TV-14,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money. Comedies, International Movies, Romantic Movies",1,2009
s4345,Oddbods: The Festive Menace,"In this ""Oddbods"" special, Bubbles's latest invention, the Naughty-or-Nice Machine, zaps Santa Claus, jeopardizing the whole Christmas holiday season.",Movies,TV-Y,"In this ""Oddbods"" special, Bubbles's latest invention, the Naughty-or-Nice Machine, zaps Santa Claus, jeopardizing the whole Christmas holiday season. Movies",0,2018
s4346,Once a Gangster,"Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose.","Action & Adventure, Comedies, International Movies",TV-MA,"Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose. Action & Adventure, Comedies, International Movies",3,2010
s4347,Power Paandi,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love.","Dramas, Independent Movies, International Movies",TV-MA,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love. Dramas, Independent Movies, International Movies",1,2017
s4348,Roll With Me,"Backed by a crew of unlikely allies, newly sober paraplegic Gabriel Cordell teams up with his nephew for a grueling wheelchair trek across America.","Documentaries, Sports Movies",TV-MA,"Backed by a crew of unlikely allies, newly sober paraplegic Gabriel Cordell teams up with his nephew for a grueling wheelchair trek across America. Documentaries, Sports Movies",0,2017
s4349,SDU: Sex Duties Unit,Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law.,"Comedies, International Movies",TV-MA,"Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law. Comedies, International Movies",1,2013
s4350,Set Off,"When a restaurant owner in Cyprus returns to Beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps.","Dramas, International Movies",TV-MA,"When a restaurant owner in Cyprus returns to Beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps. Dramas, International Movies",1,2008
s4351,1983,"In this dark alt-history thriller, a naÃ¯ve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.","Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"In this dark alt-history thriller, a naÃ¯ve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades. Crime TV Shows, International TV Shows, TV Dramas",2,2018
s4352,A Christmas Prince: The Royal Wedding,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.","Children & Family Movies, Dramas, Romantic Movies",TV-PG,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol. Children & Family Movies, Dramas, Romantic Movies",1,2018
s4353,Angela's Christmas,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,Children & Family Movies,TV-Y,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt. Children & Family Movies,0,2018
s4354,Death by Magic,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",Reality TV,TV-PG,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians. Reality TV",0,2018
s4355,El club de los insomnes,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.","Dramas, International Movies",TV-MA,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart. Dramas, International Movies",1,2018
s4356,Happy as Lazzaro,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.","Dramas, Independent Movies, International Movies",PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world. Dramas, Independent Movies, International Movies",1,2018
s4357,Love and Fortune,"Frustrated by life with her boyfriend, thirty-something Wako canât stop herself from being interested in high schooler Yumeaki, despite their age gap.","International TV Shows, Romantic TV Shows, TV Dramas",TV-MA,"Frustrated by life with her boyfriend, thirty-something Wako canât stop herself from being interested in high schooler Yumeaki, despite their age gap. International TV Shows, Romantic TV Shows, TV Dramas",2,2018
s4358,Manto,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,"Dramas, Independent Movies, International Movies",TV-MA,"The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors. Dramas, Independent Movies, International Movies",1,2018
s4359,Rajma Chawal,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.","Comedies, Dramas, International Movies",TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman. Comedies, Dramas, International Movies",1,2018
s4360,Spy Kids: Mission Critical,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. â without the help of their super-spy parents.",Kids' TV,TV-Y7,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. â without the help of their super-spy parents. Kids' TV",0,2018
s4361,The World Is Yours,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.","Action & Adventure, Comedies, International Movies",TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother. Action & Adventure, Comedies, International Movies",3,2018
s4362,Time Share,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,"Dramas, Independent Movies, International Movies",TV-MA,"Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan. Dramas, Independent Movies, International Movies",1,2018
s4363,Bumping Mics with Jeff Ross & Dave Attell,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.","Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend. Stand-Up Comedy & Talk Shows, TV Comedies",0,2018
s4364,Minecraft: Story Mode,"Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story â so choose wisely!",Kids' TV,TV-PG,"Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story â so choose wisely! Kids' TV",0,2015
s4365,My Little Pony Friendship Is Magic: Best Gift Ever,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents.",Children & Family Movies,TV-Y,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents. Children & Family Movies",0,2018
s4366,Frontier,"In 18th-century North America, ruthless trappers and entrepreneurs fight to wrest control of the fur trade from the mighty Hudson's Bay Company.","International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,"In 18th-century North America, ruthless trappers and entrepreneurs fight to wrest control of the fur trade from the mighty Hudson's Bay Company. International TV Shows, TV Action & Adventure, TV Dramas",2,2018
s4367,Fugitiva,A domestic abuse survivor orchestrates an elaborate deception to protect her family from her powerfully wealthy husband and his vindictive enemies.,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,"A domestic abuse survivor orchestrates an elaborate deception to protect her family from her powerfully wealthy husband and his vindictive enemies. Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2,2018
s4368,Sick Note,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure.","British TV Shows, International TV Shows, TV Comedies",TV-MA,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure. British TV Shows, International TV Shows, TV Comedies",2,2018
s4369,Mystery Science Theater 3000: The Return,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.","TV Comedies, TV Sci-Fi & Fantasy",TV-14,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals. TV Comedies, TV Sci-Fi & Fantasy",0,2018
s4370,The Christmas Chronicles,"After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick.","Children & Family Movies, Comedies",TV-PG,"After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick. Children & Family Movies, Comedies",0,2018
s4371,The Tribe,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.","Comedies, International Movies",TV-MA,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group. Comedies, International Movies",1,2018
s4372,Kulipari: Dream Walker,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker â leaving the village under the protection of the Kulipari youth.",Kids' TV,TV-Y7,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker â leaving the village under the protection of the Kulipari youth. Kids' TV",0,2018
s4373,Paap-O-Meter,"A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson, but they somehow manage to botch each well-intentioned mission.","Kids' TV, TV Comedies",TV-Y7,"A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson, but they somehow manage to botch each well-intentioned mission. Kids' TV, TV Comedies",0,2017
s4374,Puppy Star Christmas,"A new pack of Pup Star pooches stumbles upon a rival teamâs plan to ruin Christmas, then ends up at the North Pole to try and save the holiday spirit.","Children & Family Movies, Comedies",PG,"A new pack of Pup Star pooches stumbles upon a rival teamâs plan to ruin Christmas, then ends up at the North Pole to try and save the holiday spirit. Children & Family Movies, Comedies",0,2018
s4375,Sabrina,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual.,"Horror Movies, International Movies",TV-MA,"A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual. Horror Movies, International Movies",1,2018
s4376,Target,"Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive.","Comedies, Horror Movies, International Movies",TV-14,"Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive. Comedies, Horror Movies, International Movies",1,2018
s4377,The Final Table,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.,Reality TV,TV-PG,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition. Reality TV,0,2018
s4378,Trevor Noah: Son of Patricia,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special.",Stand-Up Comedy,TV-MA,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special. Stand-Up Comedy",0,2018
s4379,The Pixar Story,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company.,Documentaries,G,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company. Documentaries,0,2007
s4380,Eternal Love,"After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes â each an epic in its own right.","International TV Shows, Romantic TV Shows, TV Dramas",TV-14,"After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes â each an epic in its own right. International TV Shows, Romantic TV Shows, TV Dramas",2,2017
s4381,La DoÃ±a,"Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love.","Spanish-Language TV Shows, TV Dramas",TV-14,"Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love. Spanish-Language TV Shows, TV Dramas",2,2016
s4382,Silvana Sin Lana,"When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class.","Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",TV-14,"When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class. Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",2,2016
s4383,Cam,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.","Horror Movies, Independent Movies, Thrillers",TV-MA,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity. Horror Movies, Independent Movies, Thrillers",1,2018
s4384,Nothing to Hide,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones â with disastrous results.","Comedies, Dramas, International Movies",TV-MA,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones â with disastrous results. Comedies, Dramas, International Movies",1,2018
s4385,Ponysitters Club,A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,"Kids' TV, TV Dramas",TV-G,"A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch. Kids' TV, TV Dramas",0,2018
s4386,The Ballad of Buster Scruggs,"Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier.","Comedies, Dramas",R,"Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier. Comedies, Dramas",0,2018
